,sentiment
45817,negative
45818,positive
45819,positive
45820,positive
45821,negative
45822,positive
45823,positive
45824,positive
45825,positive
45826,negative
45827,positive
45828,negative
45829,positive
45830,negative
45831,negative
45832,negative
45833,positive
45834,positive
45835,positive
45836,negative
45837,positive
45838,positive
45839,negative
45840,negative
45841,positive
45842,negative
45843,negative
45844,negative
45845,negative
45846,negative
45847,positive
45848,negative
45849,negative
45850,positive
45851,negative
45852,positive
45853,positive
45854,positive
45855,positive
45856,negative
45857,positive
45858,negative
45859,positive
45860,positive
45861,negative
45862,negative
45863,negative
45864,negative
45865,positive
45866,positive
45867,positive
45868,negative
45869,negative
45870,negative
45871,negative
45872,negative
45873,positive
45874,negative
45875,positive
45876,negative
45877,negative
45878,negative
45879,positive
45880,negative
45881,negative
45882,negative
45883,negative
45884,negative
45885,negative
45886,negative
45887,positive
45888,negative
45889,positive
45890,negative
45891,positive
45892,negative
45893,positive
45894,negative
45895,positive
45896,positive
45897,negative
45898,negative
45899,negative
45900,negative
45901,positive
45902,negative
45903,negative
45904,positive
45905,positive
45906,negative
45907,negative
45908,negative
45909,negative
45910,positive
45911,negative
45912,negative
45913,negative
45914,negative
45915,negative
45916,negative
45917,negative
45918,negative
45919,negative
45920,positive
45921,negative
45922,negative
45923,positive
45924,negative
45925,negative
45926,positive
45927,positive
45928,negative
45929,positive
45930,negative
45931,positive
45932,positive
45933,positive
45934,negative
45935,positive
45936,negative
45937,positive
45938,negative
45939,positive
45940,positive
45941,negative
45942,negative
45943,negative
45944,negative
45945,negative
45946,negative
45947,negative
45948,positive
45949,positive
45950,negative
45951,negative
45952,positive
45953,positive
45954,positive
45955,positive
45956,negative
45957,positive
45958,positive
45959,positive
45960,positive
45961,positive
45962,positive
45963,negative
45964,positive
45965,negative
45966,negative
45967,negative
45968,positive
45969,positive
45970,negative
45971,negative
45972,negative
45973,positive
45974,positive
45975,negative
45976,positive
45977,positive
45978,positive
45979,negative
45980,positive
45981,negative
45982,negative
45983,negative
45984,negative
45985,positive
45986,positive
45987,negative
45988,negative
45989,positive
45990,negative
45991,positive
45992,positive
45993,positive
45994,positive
45995,negative
45996,positive
45997,negative
45998,positive
45999,negative
46000,positive
46001,positive
46002,positive
46003,positive
46004,negative
46005,positive
46006,positive
46007,positive
46008,positive
46009,negative
46010,positive
46011,positive
46012,positive
46013,negative
46014,negative
46015,positive
46016,negative
46017,positive
46018,positive
46019,positive
46020,positive
46021,negative
46022,negative
46023,positive
46024,positive
46025,positive
46026,negative
46027,positive
46028,positive
46029,positive
46030,positive
46031,positive
46032,positive
46033,negative
46034,negative
46035,negative
46036,positive
46037,positive
46038,positive
46039,negative
46040,positive
46041,positive
46042,negative
46043,negative
46044,positive
46045,negative
46046,negative
46047,positive
46048,negative
46049,negative
46050,positive
46051,negative
46052,negative
46053,positive
46054,negative
46055,positive
46056,positive
46057,negative
46058,positive
46059,positive
46060,negative
46061,positive
46062,negative
46063,positive
46064,negative
46065,negative
46066,negative
46067,positive
46068,positive
46069,positive
46070,negative
46071,negative
46072,positive
46073,negative
46074,negative
46075,positive
46076,positive
46077,positive
46078,negative
46079,positive
46080,negative
46081,negative
46082,negative
46083,negative
46084,negative
46085,positive
46086,negative
46087,positive
46088,positive
46089,positive
46090,negative
46091,negative
46092,negative
46093,positive
46094,positive
46095,negative
46096,positive
46097,negative
46098,negative
46099,negative
46100,negative
46101,negative
46102,negative
46103,negative
46104,positive
46105,negative
46106,positive
46107,negative
46108,positive
46109,negative
46110,positive
46111,negative
46112,negative
46113,negative
46114,negative
46115,positive
46116,negative
46117,negative
46118,negative
46119,negative
46120,positive
46121,negative
46122,positive
46123,positive
46124,negative
46125,negative
46126,positive
46127,positive
46128,negative
46129,positive
46130,negative
46131,negative
46132,positive
46133,negative
46134,negative
46135,positive
46136,positive
46137,positive
46138,negative
46139,positive
46140,negative
46141,positive
46142,positive
46143,negative
46144,positive
46145,positive
46146,negative
46147,negative
46148,negative
46149,positive
46150,positive
46151,positive
46152,negative
46153,negative
46154,negative
46155,negative
46156,negative
46157,positive
46158,positive
46159,negative
46160,positive
46161,negative
46162,positive
46163,negative
46164,positive
46165,negative
46166,positive
46167,positive
46168,negative
46169,positive
46170,positive
46171,positive
46172,negative
46173,positive
46174,positive
46175,positive
46176,positive
46177,negative
46178,positive
46179,positive
46180,negative
46181,positive
46182,negative
46183,positive
46184,negative
46185,negative
46186,negative
46187,negative
46188,negative
46189,positive
46190,negative
46191,negative
46192,negative
46193,negative
46194,positive
46195,negative
46196,positive
46197,negative
46198,negative
46199,positive
46200,positive
46201,negative
46202,negative
46203,negative
46204,positive
46205,positive
46206,negative
46207,positive
46208,positive
46209,negative
46210,negative
46211,negative
46212,positive
46213,positive
46214,positive
46215,positive
46216,negative
46217,negative
46218,negative
46219,negative
46220,positive
46221,negative
46222,negative
46223,negative
46224,positive
46225,negative
46226,positive
46227,negative
46228,positive
46229,positive
46230,negative
46231,positive
46232,positive
46233,negative
46234,negative
46235,negative
46236,positive
46237,negative
46238,negative
46239,negative
46240,positive
46241,negative
46242,positive
46243,negative
46244,positive
46245,positive
46246,positive
46247,positive
46248,positive
46249,positive
46250,negative
46251,positive
46252,positive
46253,positive
46254,positive
46255,negative
46256,positive
46257,positive
46258,negative
46259,positive
46260,positive
46261,positive
46262,negative
46263,negative
46264,positive
46265,positive
46266,negative
46267,negative
46268,negative
46269,negative
46270,negative
46271,positive
46272,negative
46273,negative
46274,negative
46275,positive
46276,negative
46277,negative
46278,negative
46279,positive
46280,negative
46281,positive
46282,positive
46283,negative
46284,negative
46285,positive
46286,positive
46287,positive
46288,positive
46289,negative
46290,negative
46291,negative
46292,positive
46293,positive
46294,negative
46295,positive
46296,positive
46297,positive
46298,negative
46299,negative
46300,negative
46301,negative
46302,positive
46303,negative
46304,positive
46305,negative
46306,positive
46307,positive
46308,positive
46309,positive
46310,negative
46311,positive
46312,positive
46313,negative
46314,positive
46315,negative
46316,positive
46317,positive
46318,positive
46319,positive
46320,negative
46321,positive
46322,positive
46323,positive
46324,negative
46325,negative
46326,positive
46327,negative
46328,negative
46329,positive
46330,negative
46331,negative
46332,negative
46333,positive
46334,negative
46335,positive
46336,negative
46337,positive
46338,negative
46339,negative
46340,positive
46341,positive
46342,negative
46343,negative
46344,negative
46345,positive
46346,positive
46347,negative
46348,negative
46349,positive
46350,negative
46351,positive
46352,positive
46353,positive
46354,positive
46355,positive
46356,positive
46357,positive
46358,negative
46359,negative
46360,negative
46361,negative
46362,negative
46363,positive
46364,negative
46365,negative
46366,positive
46367,negative
46368,negative
46369,negative
46370,positive
46371,negative
46372,positive
46373,positive
46374,positive
46375,negative
46376,negative
46377,negative
46378,negative
46379,negative
46380,positive
46381,positive
46382,negative
46383,positive
46384,negative
46385,positive
46386,positive
46387,negative
46388,negative
46389,positive
46390,positive
46391,positive
46392,positive
46393,positive
46394,negative
46395,positive
46396,negative
46397,negative
46398,positive
46399,negative
46400,negative
46401,positive
46402,negative
46403,positive
46404,negative
46405,negative
46406,negative
46407,positive
46408,positive
46409,positive
46410,positive
46411,positive
46412,negative
46413,negative
46414,negative
46415,positive
46416,positive
46417,positive
46418,negative
46419,positive
46420,negative
46421,positive
46422,positive
46423,negative
46424,positive
46425,negative
46426,negative
46427,positive
46428,negative
46429,positive
46430,negative
46431,negative
46432,positive
46433,positive
46434,positive
46435,negative
46436,positive
46437,positive
46438,positive
46439,positive
46440,negative
46441,negative
46442,negative
46443,negative
46444,negative
46445,positive
46446,negative
46447,negative
46448,positive
46449,positive
46450,negative
46451,positive
46452,negative
46453,negative
46454,positive
46455,negative
46456,negative
46457,negative
46458,negative
46459,positive
46460,positive
46461,negative
46462,negative
46463,positive
46464,positive
46465,positive
46466,negative
46467,negative
46468,positive
46469,negative
46470,positive
46471,positive
46472,negative
46473,positive
46474,negative
46475,positive
46476,negative
46477,negative
46478,positive
46479,positive
46480,negative
46481,negative
46482,negative
46483,positive
46484,negative
